id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,secondNationality,secondNationalityId,weight,knownName
bvw5oc4c040ey5dt5wn0choiy,Gustav Julius,Mortensen,Gustav,Mortensen,G. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,25.0,active,yes,NaN,NaN,NaN,NaN
c36ffo382u9flu5foebt4di39,Pascal,Wiberg Gregor,Pascal,Gregor,P. Gregor,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1994-02-18,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,23.0,active,yes,NaN,NaN,74.0,NaN
cl3w811fge6189cbclaslb26t,David Raagaard,Jensen,David,Jensen,D. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1992-03-25,Hillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,1.0,active,yes,NaN,NaN,92.0,David Jensen
cty7nsrs5yn785m330c2gbwq2,Nikolai,Baden Frederiksen,Nikolai,Frederiksen,N. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-18,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,29.0,active,yes,NaN,NaN,NaN,NaN
d854rlweyk5wq6d2veyviukq2,Casper,Kaarsbo Winther,Casper,Winther,C. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-02-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,13.0,active,yes,NaN,NaN,73.0,NaN
d85h1t14o7agqal849ca7fehg,Enock Kofi,Otoo,Enock,Otoo,E. Otoo,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-06-28,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN
ddsv1cx4vopu1xis5xwkx2qz8,Lucas,Boel Hey,Lucas,Hey,L. Hey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-04-13,Dragør,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,29.0,active,no,NaN,NaN,80.0,NaN
deyq3zqd0vwc821ngqldxqor9,Frederik,Lund Gytkjær,Frederik,Gytkjær,F. Gytkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-03-16,Roskilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,26.0,active,yes,NaN,NaN,75.0,NaN
drzzqwaqmhveia3rfntfpdvkk,Emil Thor,Nielsen,Emil,Nielsen,E. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-05-03,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,36.0,active,yes,NaN,NaN,NaN,NaN
15jhbyn4wsbd865fd9djcwaok,William Christian,Martin,William,Martin,W. Martin,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,2007-04-23,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,40.0,active,yes,NaN,NaN,NaN,NaN
19wdr5lrjw3aqm0ap9nklwefo,Yahya,Bojang,Yahya,Bojang,Y. Bojang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2004-09-10,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,185.0,right,44.0,active,yes,NaN,NaN,NaN,NaN
1b32j0lqi7ggcabdra4tygxzo,Markus Gustav,Jensen,Markus,Jensen,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-07-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,both,11.0,active,yes,NaN,NaN,NaN,NaN
1mml4inucvyomv1dcog3c1pt5,Look Saa Nicholas,Kengkhetkid Mickelson,Nicholas,Mickelson,N. Mickelson,Thailand,71wqq15l0mvpl4lneayzzh44g,Defender,player,1999-07-24,Skien,Norway,7f16iy4w8u8ogyn6pfooqwv5z,179.0,right,2.0,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,70.0,NaN
1rmox6tf7r283dca2vi844kr8,Aske Emil,Berg Adelgaard,Aske,Adelgaard,A. Adelgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-11-10,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,23.0,active,yes,NaN,NaN,NaN,NaN
1vt9w739g9cui1qrjhld5jgt1,Sauli Aapo Kasperi,Väisänen,Sauli,Väisänen,S. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-06-05,Helsinki,Finland,2u07e54v5dprsugdvddpq5ync,190.0,right,16.0,active,no,NaN,NaN,75.0,NaN
289rctmvd5ppy9zqn98jbe4et,Agon Fatmir,Muçolli,Agon,Muçolli,A. Muçolli,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1998-09-26,Fredericia,Denmark,5adf60vwiw2f2mibyq1k4ex7i,172.0,left,26.0,active,yes,NaN,NaN,72.0,NaN
2g019dl7zougqjo7usig0rf11,Martin,Hansen,Martin,Hansen,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1990-06-15,Brøndby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,both,1.0,active,yes,NaN,NaN,85.0,NaN
2li7q5vij7m76257e0zd03c9h,Sven,Köhler,Sven,Köhler,S. Köhler,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-11-08,Warstein,Germany,36min0qztu8eydwvpv8t1is0m,185.0,right,6.0,active,yes,NaN,NaN,78.0,NaN
2uw6m0yavlvkkiob73hoywb56,Gustav,Grubbe Madsen,Gustav,Grubbe,G. Grubbe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-27,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,14.0,active,yes,NaN,NaN,74.0,NaN
2z8u8kyv91shp0la8alkn6kus,Max Isaac,Ejdum,Max,Ejdum,M. Ejdum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-10-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,18.0,active,yes,NaN,NaN,NaN,NaN
3l692jwch4m0k1cfehyhmnl5h,Søren,Krogh,Søren,Krogh,S. Krogh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1977-04-19,Lemvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
3ukx6q0q54uzz78gl7k10o2dw,Magnus,Hvitfeldt Andersen,Magnus,Andersen,M. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-03,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,41.0,active,no,NaN,NaN,NaN,NaN
4clmd8g8jogdfvauhijd7n55h,Viljar,Røsholt Myhra,Viljar,Myhra,V. Myhra,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1996-07-21,Skien,Norway,7f16iy4w8u8ogyn6pfooqwv5z,194.0,right,16.0,active,yes,NaN,NaN,94.0,NaN
5ih15iuxi9jz4gia5y1clo7hl,Emmanuel Afriyie Mario,Sabbi,Emmanuel,Sabbi,E. Sabbi,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-12-24,Vicenza,Italy,25f2cmb2r8mk5rj92tzer6kvv,178.0,right,NaN,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,70.0,NaN
5ut8weoywngm3wkcg50yojc9h,Filip Viktor,Helander,Filip,Helander,F. Helander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1993-04-22,Malmö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,left,25.0,active,yes,NaN,NaN,81.0,NaN
5wmik73cqursg7sv3w14ue5pm,Louicius Don,Deedson,Louicius,Deedson,L. Deedson,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2001-02-11,NaN,Haiti,5mp58o38d0mr5qt8g4o6l7efg,178.0,left,10.0,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
6d8194j12jdzgqk5uwcemecr8,Charly,Ngos Nouck Horneman,Charly,Nouck,C. Nouck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-21,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,21.0,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN
80s55a7uw8kypoikefwhtdm5m,Max Johannes,Whitta Fenger,Max,Fenger,M. Fenger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-08-07,Roskilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,NaN,active,yes,NaN,NaN,75.0,NaN
8f1mw21tbkct0slelpdznf7dg,Marcus,McCoy,Marcus,McCoy,M. McCoy,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-24,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,NaN,active,no,NaN,NaN,NaN,NaN
97xbmht3t4t1p9iu6598oq7l5,Alasana,Manneh,Alasana,Manneh,A. Manneh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,1998-04-08,Banjul,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,176.0,left,8.0,active,yes,NaN,NaN,61.0,NaN
axyrfq1u8nwcj2ss5498u8qhg,Luca,Tange Kjerrumgaard,Luca,Kjerrumgaard,L. Kjerrumgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-02-09,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
b3k8rywe4xsn83qpdj67jeimt,Bashkim,Kadrii,Bashkim,Kadrii,B. Kadrii,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-07-09,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,both,9.0,active,yes,North Macedonia,1lesyxylc5eza0a4z87t9azcc,71.0,NaN
b6h33b82fqk8rc31a8k5sg60a,Alen,Mustafić,Alen,Mustafic,A. Mustafić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1999-07-05,Tuzla,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,right,24.0,active,no,NaN,NaN,78.0,NaN
c6sgb9677j42ockfb1adcp17u,Franco Daryl,Tongya Heubang,Franco,Tongya,F. Tongya,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2002-03-13,Torino,Italy,25f2cmb2r8mk5rj92tzer6kvv,181.0,right,NaN,active,no,Cameroon,4eb9feio6u267dd1jcwaf38mt,76.0,NaN
d9tudv340lnl3130auekhtiol,Mohamed,Buya Turay,Mohamed,Turay,M. Turay,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Attacker,player,1995-01-10,Freetown,Sierra Leone,7kilikg56sxc0dsd6168dr57b,178.0,both,7.0,active,no,NaN,NaN,68.0,NaN
dpv6emcsq35lv8fr67816yzje,Tyler David Sylvester,Burey,Tyler,Burey,T. Burey,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2001-01-09,London,England,1fk5l4hkqk12i7zske6mcqju6,187.0,right,29.0,active,no,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN
dqtarwrqvkopmzbt2ovp2dln9,Bjørn,Iversen Paulsen,Bjørn,Paulsen,B. Paulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-07-02,Augustenborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,right,4.0,active,yes,NaN,NaN,85.0,NaN
drliaosopmeuacqex7emfghqt,Gert Andreas,Alm,Andreas,Alm,A. Alm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1973-06-19,Gällivare,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
dy7tdtffhczukm4vrkgp1ctn8,Magnus,Worsøe Nielsen,Magnus,Nielsen,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-08-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,right,27.0,active,yes,NaN,NaN,80.0,NaN
e0rgqk3gxzs005m9ok9hvp1ck,Théo,Puggaard Ekié Hansen,Théo,Hansen,T. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-08-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,43.0,active,no,NaN,NaN,NaN,Théo Hansen
e42jh6bbwn4aybdnysonrvutx,Leeroy,Owusu,Leeroy,Owusu,L. Owusu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-08-13,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,right,20.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,68.0,NaN
ejv587h08dn1hgxhfgib3reqy,Rami,Al Hajj,Rami,Al Hajj,R. Al Hajj,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-09-17,Beirut,Lebanon,x78kryrxd9j9dfj4mtec292b,180.0,right,22.0,active,yes,Lebanon,x78kryrxd9j9dfj4mtec292b,69.0,NaN
eq15hjcxpdrl5vca2q7s4tr3e,Mihajlo,Ivančević,Mihajlo,Ivancevic,M. Ivančević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-04-07,Bačka Topola,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,left,5.0,active,no,NaN,NaN,80.0,NaN
ev2s21ogvpjtata4fndi868ve,James,Gomez,James,Gomez,J. Gomez,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2001-11-14,Bakary Sambouya,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,189.0,right,29.0,active,yes,NaN,NaN,80.0,NaN
evidya5hi6bdcm009g755mcbt,Hans Christian,Bernat,Hans,Bernat,H. Bernat,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2000-11-13,Morud,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,right,13.0,active,yes,NaN,NaN,68.0,NaN
eyvv6b94feknnp1uew6n0ytat,Nicklas Mouritz,Mouritsen,Nicklas,Mouritsen,N. Mouritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-03-15,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,3.0,active,yes,NaN,NaN,73.0,NaN
rbk7g9mpasw3edltliscyzv8,Johannes Daniel Erik,Selvén,Johannes,Selvén,J. Selvén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,left,19.0,active,no,NaN,NaN,64.0,NaN
wha77a8wm7jyn32743y0w79x,Tom,Trybull,Tom,Trybull,T. Trybull,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-03-09,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,181.0,right,15.0,active,yes,NaN,NaN,72.0,NaN
wrckom9vy4352nos44600ydw,Tobias,Slotsager,Tobias,Slotsager,T. Slotsager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-01,Morud,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,28.0,active,yes,NaN,NaN,NaN,NaN
10ocz1zejnjnokubn16n01zis,Mathias,Simonsen,Mathias,Simonsen,M. Simonsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-08-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,51.0,active,yes,NaN,NaN,NaN,NaN
1dg26b6chd26qpsr1dfjx84b9,Alexander,Jungklas Nybo,Alexander,Nybo,A. Nybo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-04-12,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,22.0,active,no,NaN,NaN,83.0,NaN
1t67kvg37jg2elz9voix5kcet,Per Emil Hugo,Andersson,Hugo,Andersson,H. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-01-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,right,5.0,active,yes,NaN,NaN,86.0,NaN
1u46uhxe7outj2f8tsga2nx0p,Ernest,Agyiri,Ernest,Agyiri,E. Agyiri,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1998-03-06,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,176.0,left,21.0,active,yes,NaN,NaN,69.0,NaN
2datlbzulrzdgpyxv3fkzn0et,Björn,Kopplin,Björn,Kopplin,B. Kopplin,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1989-01-07,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,184.0,both,15.0,active,yes,NaN,NaN,81.0,NaN
2lyhi7j3id7emsh54ehdva3ca,Carl Oliver,Zandén,Oliver,Zandén,O. Zandén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-08-14,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,29.0,active,yes,NaN,NaN,75.0,NaN
33upoxyyqkh71m6d0b2nsn95g,Mustapha,Isah Ubandoma,Mustapha,Ubandoma,M. Ubandoma,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-07-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,right,20.0,active,yes,NaN,NaN,65.0,NaN
3aoh34sqan7y34c2qa1d6xkyy,Noah Leon,Shamoun,Noah Leon,Shamoun,Noah Shamoun,Syria,3tsnzfkszhsktmhsmwar1tvp8,Midfielder,player,2002-12-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,right,18.0,active,yes,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,Noah Shamoun
3cdo7b8vwb5kzeoaxzqm6esk4,Sabil Osman,Hansen,Sabil,Hansen,S. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-11-14,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,24.0,active,yes,NaN,NaN,65.0,NaN
3xp5g6ooahnnxyqpldskaytp1,Alhaji,Kamara,Alhaji,Kamara,A. Kamara,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Attacker,player,1994-04-16,Freetown,Sierra Leone,7kilikg56sxc0dsd6168dr57b,180.0,right,99.0,active,no,NaN,NaN,70.0,NaN
41rnce3eoh60fbcfkug2eioyd,Mads,Winther Albæk,Mads,Albæk,M. Albæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1990-01-14,Roskilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,left,17.0,active,yes,NaN,NaN,77.0,NaN
4e7sicg0km2z5jq80ptgaxo4q,Oliver Bjerrum,Jensen,Oliver,Jensen,O. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-04-30,Sunds,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,39.0,active,no,NaN,NaN,68.0,NaN
4fkuou6jd53frctbllvnfiuj8,Mohammed Gadafi,Fuseini,Mohammed,Fuseini,M. Fuseini,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2002-05-16,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,NaN,77.0,active,yes,NaN,NaN,NaN,NaN
4krwgfspxdgpq1pli11b04iga,Muamer,Brajanac,Muamer,Brajanac,M. Brajanac,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-02-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,23.0,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
4m9sp9mxlsjk6fv7v218yqfv9,Marvin,Egho,Marvin,Egho,M. Egho,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1994-05-09,Wien,Austria,hcs1bd49qliqqity6o268jyt,188.0,left,45.0,active,yes,NaN,NaN,75.0,NaN
4vfbiav52mg5s9vnx53f0nhuc,Mike,Kofod Themsen,Mike,Themsen,M. Themsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-03-01,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,53.0,active,yes,NaN,NaN,NaN,NaN
5al9uyujlrlb17o4r5sapkkk4,Mads,Enggård,Mads,Enggård,M. Enggård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-01-20,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,8.0,active,yes,NaN,NaN,74.0,NaN
606hufq6dapf3qxcgilbc8tt5,Simen,Bolkan Nordli,Simen,Nordli,S. Nordli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-12-25,Elverum,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,right,9.0,active,yes,NaN,NaN,74.0,NaN
61n7eb9uosh81qudss50lim8k,Max,Albæk Andersen,Max,Albæk,M. Albæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
6k51ka2qv5ge2ibrb4o5bin6d,Patrik Ulf Anders,Carlgren,Patrik,Carlgren,P. Carlgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1992-01-08,Falun,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,1.0,active,yes,NaN,NaN,84.0,NaN
6m5ftd7c68b2d4d2931xs5srt,Oliver,Olsen,Oliver,Olsen,O. Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-08-13,Ribe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,27.0,active,yes,NaN,NaN,77.0,NaN
6naim8qlnti5rmdlkkk5shus4,William,Elgaard Kaastrup,William,Kaastrup,W. Kaastrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-21,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,left,19.0,active,no,NaN,NaN,69.0,NaN
6uj3c69lgu6boblkjiuhoy6eh,John Gunnar,Björkengren,John,Björkengren,J. Björkengren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-12-09,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,left,6.0,active,yes,NaN,NaN,78.0,NaN
6w9yjs87tue7noq71ftksxez8,Tammer,Bany Odeh,Tammer,Bany,T. Bany,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,NaN,19.0,active,yes,Palestine,1iq272xbm8xx01hiu7thq4tgt,NaN,NaN
7lp3mi2px39g0heenxjcn7g7p,Edgar,Babayan,Edgar,Babayan,E. Babayan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,1995-10-28,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,180.0,left,11.0,active,yes,Denmark,5adf60vwiw2f2mibyq1k4ex7i,75.0,NaN
8cox96ikk1k4c24f0y5ef45x,Wessel,Dammers,Wessel,Dammers,W. Dammers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1995-03-01,Ouderkerk aan den IJssel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,4.0,active,yes,NaN,NaN,68.0,NaN
8h3cyhuw5049gcxrsld3rw1ec,Villads,Westh,Villads,Westh,V. Westh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,left,50.0,active,no,NaN,NaN,73.0,NaN
9auqrrixu34cgkpe8trlkaoh6,Filip,Bundgaard Kristensen,Filip,Bundgaard,F. Bundgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-07-03,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,10.0,active,no,NaN,NaN,62.0,NaN
9ktd7jnil5sh965h7j0fuod4a,Rasmus,Bertelsen,Rasmus,Bertelsen,R. Bertelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
9xub4z9b3bog8wqhn5yfihecp,Mikkel,Mejlstrup Pedersen,Mikkel,Pedersen,M. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-01-07,Hobro,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,12.0,active,yes,NaN,NaN,80.0,Mikkel Pedersen
9yuyz4ci6wqikd6ckjstbt2i1,Stephen Pius,Odey,Stephen,Odey,S. Odey,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-01-15,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,181.0,right,90.0,active,yes,NaN,NaN,72.0,NaN
a6ymx4wkrn260rtpb360nsiqd,Mikkel,Kallesøe Andreasen,Mikkel,Kallesøe,M. Kallesøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-04-20,Lemvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,right,7.0,active,yes,NaN,NaN,80.0,NaN
b1kyjkhaaiw32cb4bubbpm7tg,Jeppe,Kudsk Pedersen,Jeppe,Kudsk,J. Kudsk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-02-25,Holstebro,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,2.0,active,yes,NaN,NaN,NaN,NaN
brsecgiiou4wcogoimzawyhp0,Laurits,Raun Pedersen,Laurits,Pedersen,L. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-01-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,16.0,active,yes,NaN,NaN,68.0,Laurits Pedersen
cfirf257zwb4wek2olz502zv8,Emmanuel,Ogura,Emmanuel,Ogura,E. Ogura,Ghana,2q2sw72utw5gu9t5y4knckwba,Goalkeeper,player,2002-05-13,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,182.0,right,22.0,active,yes,NaN,NaN,75.0,NaN
cyuoj9pesenese4i3pklv7d2h,Oskar,Snorre Olsen Frigast,Oskar,Snorre,O. Snorre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-01-26,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,right,25.0,active,yes,NaN,NaN,NaN,NaN
d88feog3dgv09oxbzn15xqesq,Tobias,Klysner Breuner,Tobias,Klysner,T. Klysner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-07-03,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,NaN,active,no,NaN,NaN,74.0,NaN
