id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName,dateOfDeath
a5zyt8pcynsuk0jyi0wku04r8,Lucas,Fernandes dos Passos,NaN,NaN,Male,Lucas Fernandes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,1999-12-27,Campos Belos,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,2024-07-12Z,2025-02-06Z,active,no,Attacker,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
adi7y3gapyhprscch2g8xebfu,Frane,Barbić,NaN,NaN,Male,F. Barbić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-07-23,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-08-15Z,2024-08-16Z,active,no,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ai5cnyn9zjkdlzma3goj7m7yt,Ljuban,Crepulja,Ljuban,Crepulja,Male,L. Crepulja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-09-02,Čapljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-08-03Z,NaN,active,yes,Midfielder,21.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,178.0,72.0,right,NaN,NaN
alqh849c5mw5nfvc76kuky13o,Antonio,Jakir,Antonio,Jakir,Male,A. Jakir,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-25,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-02-07Z,NaN,active,yes,Midfielder,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aw3vuft1la8psn1nc2xut82z8,Patrik,Marić,Patrik,Maric,Male,P. Marić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-07-27,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-14Z,NaN,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8wrjw1i69z34piznueqtyl79,Marijo,Dodik,NaN,NaN,Male,M. Dodik,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,assistant coach,1974-02-18,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-08-23Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bp23apnegi2ypci9rshsx8c89,Mihail,Caimacov,Mihail,Caimacov,Male,M. Caimacov,Moldova,389mdnq78a55g2gr040a3mmtj,player,1998-07-22,Tiraspol,Moldova,389mdnq78a55g2gr040a3mmtj,2023-07-01Z,NaN,active,yes,Midfielder,10.0,Russia,7kfg68kh6n16fs4ap3xjiudr,183.0,69.0,left,NaN,NaN
c0l4ollpl6wza36xqniwwbsgl,Mario,Kovačević,NaN,NaN,Male,M. Kovačević,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1975-05-17,Jablanica,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-09-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cfce50c7ttr6atefhdnj09pn8,Erik,Riđan,NaN,NaN,Male,E. Riđan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-10-24,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-10-28Z,2025-02-16Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch0c8tvqno4y4k1vlw8uh2311,Robert,Murić,Robert,Muric,Male,R. Murić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-03-12,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-15Z,2025-02-15Z,active,no,Midfielder,9.0,NaN,NaN,180.0,76.0,left,NaN,NaN
ckq0dtia7jr348milai45n9hx,Antun,Marković,NaN,NaN,Male,A. Marković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-07-04,Gnjilane,Yugoslavia,4tbxaicghm9l9p07quja51vfu,2024-07-01Z,2024-08-13Z,active,no,Goalkeeper,NaN,NaN,NaN,193.0,84.0,right,NaN,NaN
cl2tll2ywoc6ausomuxuoyz2s,Ernis,Qestaj,NaN,NaN,Male,E. Qestaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2006-07-17,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,2024-08-01Z,NaN,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cn7tmvfvncpptd4vacbouszu2,Matija,Jesenović,Matija,Jesenovic,Male,M. Jesenović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-12-19,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,NaN,active,yes,Goalkeeper,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cqwcrwtwcbs9p0p85r7jmc7v9,Tomislav,Božić,NaN,NaN,Male,T. Božić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1987-11-01,Požega,Croatia,37hlakrwxyuzovaeoo4sezusp,2019-07-03Z,NaN,active,yes,Defender,6.0,NaN,NaN,184.0,77.0,right,NaN,NaN
ewt8nxg2m27fj0n7dr9hbul05,Ilija,Nestorovski,Ilija,Nestorovski,Male,I. Nestorovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1990-03-12,Prilep,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2024-08-30Z,NaN,active,yes,Attacker,90.0,NaN,NaN,183.0,74.0,left,NaN,NaN
f1wwsk64a72nbj4uygwrpoxsk,Filip,Krušelj,Filip,Kruselj,Male,F. Krušelj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-05-30,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-03-30Z,NaN,active,yes,Defender,18.0,NaN,NaN,178.0,NaN,right,NaN,NaN
f2wo2ju2b28i5wkysd1j8k104,Leon,Bošnjak,NaN,NaN,Male,L. Bošnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-23,Virovitica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-04-25Z,NaN,active,yes,Midfielder,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t8nnkyx38auba6c45piuj1uc,Marko,Aščić,NaN,NaN,Male,M. Aščić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-04-14,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-11-09Z,NaN,active,yes,Attacker,29.0,NaN,NaN,NaN,NaN,right,NaN,NaN
11b4b568ukvz1wv00vzafxf8q,Jurica,Poldrugač,Jurica,Poldrugac,Male,J. Poldrugač,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-08-10,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-25Z,NaN,active,yes,Attacker,7.0,NaN,NaN,NaN,NaN,left,NaN,NaN
2f5biho1yp7savanyjzmyjvxm,Tomislav,Duvnjak,Tomislav,Duvnjak,Male,T. Duvnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-07-31Z,NaN,active,yes,Midfielder,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2yygrlriw07gb0grwhoxasn6y,Luka,Škaričić,Luka,Skaricic,Male,L. Škaričić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-01-28,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-20Z,NaN,active,yes,Defender,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3hax3hy9n2wyp1ovvhd6zdk6i,David,Mistrafović,David,Mistrafovic,Male,D. Mistrafović,Switzerland,3bh70jgvc5mn58x0byjkuda17,player,2001-05-25,Luzern,Switzerland,3bh70jgvc5mn58x0byjkuda17,2023-08-22Z,NaN,active,yes,Midfielder,20.0,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,78.0,left,NaN,NaN
3ljn7cu5epdmnxtterz14qeol,Domagoj,Drožđek,Domagoj,Drozdek,Male,D. Drožđek,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-03-20,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-13Z,2024-08-08Z,active,no,Attacker,NaN,NaN,NaN,180.0,NaN,right,NaN,NaN
3wvgcuqqnnntkrxxj6uuz1n2s,Nick,Ocvirek,NaN,NaN,Male,N. Ocvirek,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-10-12,Zabok,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-07-01Z,2024-08-16Z,active,no,Attacker,NaN,NaN,NaN,179.0,NaN,right,NaN,NaN
447rl50fu3zl5y0opdoh7x7u1,Lamine,Ba,Lamine,Ba,Male,L. Ba,Mauritania,fddgtcs6irg28x9oqietkb6x,player,1997-08-24,Villepinte,France,7gww28djs405rfga69smki84o,2022-07-20Z,NaN,active,yes,Defender,5.0,France,7gww28djs405rfga69smki84o,188.0,75.0,right,NaN,NaN
49o5gdbx96m58s2eo1y2sen6x,Vane,Jovanov,Vane,Jovanov,Male,V. Jovanov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1998-12-28,Shtip,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2024-07-17Z,NaN,active,yes,Defender,3.0,NaN,NaN,177.0,NaN,NaN,NaN,NaN
57mo7ca6b4buo23ee57meeb6c,Filip,Kirić,NaN,NaN,Male,F. Kirić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-07-26,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,2024-08-11Z,active,no,Goalkeeper,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5cu1ao2p4b04sye8emmzrvllg,Vito,Težak,NaN,NaN,Male,V. Težak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-03-31,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-03-03Z,2024-08-05Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5jg7vbd98ggggt2c9st5muicq,Aleksa,Latković,NaN,NaN,Male,A. Latković,Montenegro,1411jebgwo2ja1erogsq81lg9,player,2000-10-30,Cetinje,Montenegro,1411jebgwo2ja1erogsq81lg9,2024-09-05Z,NaN,active,yes,Midfielder,27.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5o9nt5yvnq3gysawy4o1fvcnp,Oliver,Zelenika,NaN,NaN,Male,O. Zelenika,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-05-14,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-02-04Z,NaN,active,yes,Goalkeeper,1.0,NaN,NaN,192.0,82.0,left,NaN,NaN
5xd60sjwntdoxximf4byu20pg,Luka,Mamić,NaN,NaN,Male,L. Mamić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-08-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-08-14Z,NaN,active,yes,Attacker,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61cd0gl2g5br1vwjcxd0ru8oa,Mario,Mladenovski,Mario,Mladenovski,Male,M. Mladenovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,2000-09-16,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2024-07-17Z,NaN,active,yes,Defender,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ggbuzuqo67ypsg3x4l0dvh05,Mario,Marina,NaN,NaN,Male,M. Marina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1989-08-03,Bugojno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-09-06Z,NaN,active,yes,Midfielder,24.0,Croatia,37hlakrwxyuzovaeoo4sezusp,184.0,NaN,right,NaN,NaN
6is6mq27ny6cglz5rwt5swonp,Leonard,Vuk,NaN,NaN,Male,L. Vuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-05-23,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-01-01Z,2024-09-05Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yq4l6wumd5las5068n6jc00k,Sven,Lesjak,Sven,Lesjak,Male,S. Lesjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-08-23,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-24Z,2025-01-09Z,active,no,Defender,2.0,NaN,NaN,190.0,NaN,right,NaN,NaN
7vfhy7s40ldjo8tyzdgwons44,Niko,Domjanić,Niko,Domjanic,Male,N. Domjanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-19,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-09-20Z,2025-02-22Z,active,no,Attacker,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7ys2ojn7lv1wouhximlo4mkno,Enes,Alić,Enes,Alic,Male,E. Alić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1999-09-03,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-08-28Z,NaN,active,yes,Defender,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
809p5ayo3mk70kanvfz4lwa95,Jaime,Sierra Mateos,Jaime,Sierra,Male,Jaime Sierra,Spain,49ih1pwv3ahshdf8uzrimi54c,player,1998-03-18,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,2025-01-15Z,NaN,active,yes,Midfielder,14.0,NaN,NaN,175.0,63.0,right,NaN,NaN
8i2wrncbim4qz8cu0dopwch78,Tin,Levanić,NaN,NaN,Male,T. Levanić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2005-05-05,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-01Z,2024-08-13Z,active,no,Midfielder,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,170.0,NaN,right,NaN,NaN
8jpi00d2x13qk1x0i7aw8j71m,Matej,Vuk,Matej,Vuk,Male,M. Vuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-06-10,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-01-27Z,NaN,active,yes,Attacker,15.0,NaN,NaN,182.0,75.0,right,NaN,NaN
8ltuva2qr84a09rjwox5l4t05,Nikola,Šafarić,NaN,NaN,Male,N. Šafarić,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1981-03-11,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-26Z,NaN,active,yes,NaN,NaN,NaN,NaN,166.0,69.0,NaN,NaN,NaN
8xwrl6e5dru4974kdgj5la8yd,Frane,Maglica,Frane,Maglica,Male,F. Maglica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-07-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-07-17Z,NaN,active,yes,Defender,23.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,190.0,NaN,NaN,NaN,NaN
9k2t6u0m076dhhi8svde98yne,Atdhe,Mazari,Atdhe,Mazari,Male,A. Mazari,Albania,17zsm8shejejls2on1ffil3op,player,2001-06-02,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2025-01-27Z,NaN,active,yes,Attacker,26.0,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,NaN,NaN,NaN
9mrdnuhkbxgckl0t51325xl3o,Vito,Šegović,NaN,NaN,Male,V. Šegović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-02-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-04-15Z,2025-01-09Z,active,no,Midfielder,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9wdn6hgrn4rwuch3jy34u7y1g,Leon,Belcar,Leon,Belcar,Male,L. Belcar,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-01-04,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-12-11Z,2025-02-17Z,active,no,Midfielder,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ahaopr383evss9m591d4u1ilm,Josip,Silić,NaN,NaN,Male,J. Silić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-12-16,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-13Z,NaN,active,yes,Goalkeeper,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
anchmkuzr4o9o5vkd0oxnklqs,Roko,Domjanić,NaN,NaN,Male,R. Domjanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-12-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-01-24Z,NaN,active,yes,Attacker,28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
arcrth2uxvnkj6ewj19n31rl5,Tomislav Adolf,Tomić,NaN,NaN,Male,Tomislav Adolf Tomić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-03-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-02-19Z,NaN,active,yes,Goalkeeper,21.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,NaN
axz61rnxy3k8eah7v9h87jklw,Mate,Antunović,Mate,Antunovic,Male,M. Antunović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-01-22Z,NaN,active,yes,Attacker,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b3fw2tlu6lbj5o6r5vvxakgyx,Michele,Šego,Michele,Sego,Male,M. Šego,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-08-05,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-02Z,2025-01-12Z,active,no,Attacker,11.0,NaN,NaN,178.0,74.0,NaN,NaN,NaN
bw8pvkm187tw573dw4bb3w8kq,Thierry Odaine,Nevers,Thierry,Nevers,Male,T. Nevers,England,1fk5l4hkqk12i7zske6mcqju6,player,2002-03-26,NaN,England,1fk5l4hkqk12i7zske6mcqju6,2024-07-17Z,NaN,active,yes,Attacker,19.0,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,NaN,NaN
c8ikdrxdufewp5jzds3s24xjp,Mateo,Barać,Mateo,Barac,Male,M. Barać,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-07-20,Sinj,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-02-14Z,NaN,active,yes,Defender,44.0,NaN,NaN,190.0,90.0,left,NaN,NaN
cheiwyrrrla3msdtkh82o9iad,Marko,Dabro,Marko,Dabro,Male,M. Dabro,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-03-28,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-13Z,NaN,active,yes,Attacker,9.0,NaN,NaN,178.0,70.0,left,NaN,NaN
cjnsolkuk4hclhswqjuxzky5l,Dimitar,Mitrovski,Dimitar,Mitrovski,Male,D. Mitrovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1999-01-28,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2023-01-26Z,NaN,active,yes,Midfielder,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cjrlr2xr333xb2j25yy54jzhm,Mario,Čuić,Mario,Cuic,Male,M. Čuić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-02-28Z,NaN,active,yes,Midfielder,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,NaN
dc8ijwgfbwjg7y85l94tbjcpg,Novak,Tepšić,Novak,Tepsic,Male,N. Tepšić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-03-16,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-24Z,NaN,active,yes,Defender,16.0,Serbia,5w4ve503bjdsshwx9ho6jxzx0,185.0,75.0,right,NaN,NaN
dfxs5u8rdcxhzp33aks3acdn8,Karlo,Lusavec,NaN,NaN,Male,K. Lusavec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-10-30,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-08-26Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dg4k1uoyrgwjujkx0rtbbczkk,Teo,Novak,NaN,NaN,Male,T. Novak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-08-14,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2025-01-24Z,NaN,active,yes,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eciv5o810t9wzxu6mfdc829jp,Ante,Ćorić,Ante,Coric,Male,A. Ćorić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-04-14,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-09-05Z,2024-12-31Z,active,no,Midfielder,14.0,NaN,NaN,172.0,68.0,both,NaN,NaN
ess0wq08u7zj6d1hk70btrlyh,Antonio,Boršić,NaN,NaN,Male,A. Boršić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-09-19,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-12Z,NaN,active,yes,Defender,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eswroj7hvnu9po0ni9i6820vd,Ivan,Nekić,Ivan,Nekic,Male,I. Nekić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-12-24,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-19Z,2025-01-22Z,active,no,Defender,6.0,NaN,NaN,184.0,72.0,right,NaN,NaN
lhvnqgf0w8rvwal8hm60y51w,Domagoj,Mamic,Domagoj,Mamic,Male,D. Mamic,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-02-05,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,NaN,active,yes,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,Domagoj Mamic,NaN
